id,attribute_ids
16ca74763c36d1de,188 1033 1035
16cab0e175354a64,147 671 768
16cabbf6116f4493,931
16cadf7d721f72ca,13 780
16caecff1a43d4ba,121 1059
16cb15bed51896eb,189 488 642 746 783 905
16cd5abef6e23ad7,13 483 671 1018
16cdbdcc31eaed7,239 754
16cf63f0f1825ac0,189 430 453 501 559 747
16cfdd8c0c1427b,147 322 811 813 903
16cfef4e7784f84a,51 488 519 583 1046 1064
16d060cee33031c0,189 800
16d0a1a838ae42c8,147 616 663
16d16b1ba17fd421,147 477 671 780 835 986
16d19d551f578a0f,147 616 813 1092
16d1a4c49e8d6ebb,194 1098
16d1baa307ddec01,147 633 707 813
16d1d576c9abdd15,13 813 1092
16d2e8557f90ee1a,79 738 1062
16d2f3818cae7e16,147 322 612 671 780
16d31c44799cd1f3,189 378 796
16d3d210b26dce61,813 896 1099
16d43e16c8b97a4e,147 896 1092
16d440700c3495fe,335 503 813
16d51386b866e4ca,13 405 896 1092
16d589a07e09a087,577 634
16d5933db98abefd,400
16d5cad75515735,492 821
16d6063cc8a594f0,189 485 689 690 707
16d628148546ca0b,189 1092
16d6a27a49c88172,147 487 612 780 1003
16d6fde5fd81e9ff,13 865
16d72b91baed86a4,147 1059
16d78adbbe6e0e41,239 813 1059
16d7d94411970309,320 582 1023
16d7e05fea2cb826,79 487 813
16d856e310bbb728,79 487 506 681 788 958
16d8db6e93f895ee,13 725 923 1046
16d9606d9377dd10,259 426 485 945
16da78bb9258e4b6,354 497
16dae2b11c50cf55,189 571 580 733 993
16db13349688242d,147 744 813 966
16db1555ef78ae5,189 597
16db155e0f9b4cec,13 405 896 1092
16db7d40361b6dcd,121 724 764
16db8643710b49f9,182 791
16dba88d09c34857,194 600 844
16dc55da2d2b40d4,147 813
16dd629b91d6a5e1,13 405 896 903 1092
16deb8414fe6f341,182 503 1042
16df694f35bf9466,121 415 473
16df6c84bdca673c,189 378 768
16e04e783ed0e32f,156 605
16e06e9531c8460a,1032 1068
16e080423ad5e65,111 813 896
16e1e1944e6c2894,189 961
16e26f76d35ba04f,259 663 747 813 868
16e2b23efbca4e56,259 709 835 858
16e33f24274eb549,253 489
16e396568bdcd4b2,147 744 813 903
16e3ad37cd0042ba,194 480 512 737 738 830
16e43d8fe87a145a,147 210 541 993
16e441d944e83971,121 432 724
16e44d9d8146f95f,304 611 718
16e56110426ea0fd,188 428 558
16e629e073f984ba,111 813 1092 1093
16e7527f3d605f,156 426 542 753 778
16e88a27ed7bdada,13 405 896 1092
16ea27d64aa6cabd,121 634
16ea5ec82c151c1b,147 780 1059
16eaa709aaf6a686,147 626
16ebd4253253c439,13 519
16ebf2c78b8dbb52,147 552
16ed08fa3aa0066e,205 754
16edb20ddd4e3cd,487 616
16ee29a81db94eb,51 532
16ee70a120604c55,1059
16eebf9cb33a699a,111 506 597 671
16ef41e2472c5898,156 564 612 725 813 1046
16ef969da8a305c3,51 738
16f0a22ee7dcd996,304 774
16f0e1fa8c1d6636,127 552
16f140f5c60cad7b,545
16f1418b2a5872cf,1061 1099 369
16f1aee921aea335,70 543 579 946
16f2cf7230728156,833
16f3c17878aac357,98 489
16f404ebbd5a5143,23 708 962
16f54680227e7fac,13 405 903 1092
16f5b61173bc72b5,121 1059
16f5d6f2b909551b,79 653
16f5d99d26231db,51 580
16f667f43e3ef300,189 552 554 744
16f8fb14436fca6c,415
16f90cabc5402d78,332 598 616 739 994
16f9303b21cecd18,439
16f9465fa47e60b8,231 1039
16fa1b39419f9350,147 733 813
16fa4295f6445c3b,51 583 663 800
16fa6f748b2cb7c8,18 161 331 738 1059
16faa91f714faa9c,345 420 962
16fab37fb2954a36,671 1059 1099
16fb20944236a1d0,13 1092
16fb30bfd83dc412,86 1032
16fb7e8173a6ab37,1039 369
16fbddc063bf0bb8,332 1005
16fd5b923e9c397a,1059
16fddfb8b242372d,79 489
16fe6c3979bf1ac1,51 393 1030
16febcdc4f921f22,51 813 895 896
16ffa9079174cfcb,428 647
16fff55f30881275,615 369
1701206758d00a86,147 742 927 1092
17017ad526d8784b,13 716
1702b2289e17a533,189 744 903 1092
1702f88283079b1d,147 1034
1703636f3498f068,51 813 827 1092
17039b653ca86de2,184 420
1703b48c8bac574a,559
1703e6e0fd9a7003,194 783 968 1092
1704033422016759,236 1039
17043689bafdbce2,79 612
1704f3a8280918b0,147 813
17053d2c1c32574a,189 626 780
1705efba40404742,188 428 1097
1706a913a7f83a52,79 498 1023
1707104bf651a720,79 584 813 971
17079a869da2ecfe,121 433
17085cc03cb7f0dd,188 428 1085
1708bd4aebd3c681,13 405 896 1092
17091389fde38bca,51 552 671 780
17099bbcb695c205,51 520 744
1709ace8e267fd13,51 212 1059
170bb09240e786f2,194 1059
170bdb1c919df7f1,189 1034
170c8529e381156a,738
170d55ba854e16c3,335 949
170dac24d42f5192,60
170dd35059a87447,194 485
170e54491443cffa,179 766
170fb223f7b16bae,13 626
17116a61ed5aecc3,147 541 542 744 813 948
1711802bbfa9ecf8,13 552 671 780
1711a03c58559c19,774 369
1713b3e69fcab432,178 626
1713f10c904b4735,156 738 1039
171411f2dedbb498,189 820 963 975
171497be69aeb7b,552
1714a05fca8af3a5,189 306 698 1046
17150dea974ec88,147 410 542 796
1715460f724c919d,13 821 1092
1715ddc16fc417e2,188 671
1716bf154eed0747,25 161 813 864 1059 1092
1717d168cd53281d,32 633
171856e7f3318f28,161 464 503 634
1718ce997faace9c,184 1061
1718dfc520cb954c,156 1039
17195896390fe67,194 891 1099
17197fddb69d245,189 485 709 858
1719a05264762a35,236 1061
1719edbea37b1c5d,189 663 800 835
171a35097fc2f125,79 497 498 624 744
171a6384121260e5,156 554 744 813 870 1092
171b6f2405bef675,189 234 541 543 579 581 753
171c35abd33f1a7e,51 671 780 1059
171d482176daff58,744 985 1064
171db89aa9994f7a,156 535 688
171e150d7a856763,74 147 515 671 780
171ea42d53e8ccc0,14 626
171ef37503f10942,121 724 955
171efa83664869ad,79 454 780 912
171f9ff9bfe8e315,156 598 733 738 1059 1099
17208e36b7dc82fc,194 638 1055
172174433c139678,156 420 485 639 835
1721c17d60c82a3,51 744 903 1092
17221ff3c5a08d9,13 430 494
172318930bef6900,156 713 966
172429c868ffb10e,147 559 692 718 882
17262261d80ca0ce,13 519
1727189d270b82a1,188 597
17274feff96531c5,13 405 896 1092
17275a1da1ddeb2f,45 716 813 903
1727cb632d8a22d9,121 754
1728436109c94891,156 663
1729993df753da37,257 357 1061
1729e09a17d660b4,563 1061 369
172a2114f0f4def3,131 733 813
172a86aa8d54bf05,79 465
172ab064db7c477e,161 606 813 1092
172b49d9267bc127,813 896 928
172b6752e4cf0742,147 513
172cd2beb27b2c8f,150 552 671
172d4da8aecbbbfb,236 1061
172e600ea09032ae,51 477 671 737 813 1034
172e67b118fc52a9,13 903 1092
172ecf64d10652e2,188 647
172ede726e30d2d7,147 626
17304dafac42e1b5,189 430 747 821 863
1730e13a21910a88,184 1061
1730f40b9f49837d,285 1059
1731d511677187ba,121 684 724
1731f64afc147a8e,698 813 1092
1732227ee54a2de2,182 1045
17325777c238a675,202 482 497 498 970 1099
17334fde333f4ee0,13 404 698 896
17341b84c0b7fe2c,194 419 813 1020 1036
17343797b3094e04,51 744 813 952
17354f663fa72336,13 552
173675d5aa5a03ea,91 161 996 1018 1062
1736a5f3fa0851e2,99 161 492
17376585227c1ea3,147 434 485
17388e2ded4a941e,156 1039
1738d795d3299404,13 404 903 1092
17395ecf2c0c1671,194 584 671
173960faf3e6e248,180 1084
17396a6ba37dc3b,79 671 780 1046 1059
17396fd2333a2e93,51 436 492 580 733 813 1084
173a147e6be5a568,308 628
173b4cedb4add51a,1061
173d5e7b5cf0f535,147 492 698 733 1042 1092
173dbd22ad43adb0,188 434
173e81acf450b692,1092
173ee1e46fc54b46,51 106 612 671 780
173fcef3244dda80,188 510 961
17405c490384dfdd,231 552 784 1046
17414e996ab50956,194 813 1020
17416b8b9176ff83,45 720 813 903
174251b323c35212,147 698 903 1059
1742d050312dc727,189 458 733 813 1046
1743e5373f5fb03f,487 822
1743ee6fc7c4bc8d,121 684
174477c97ddc592c,51 339 489
17459089a083f37b,335 377 487 554
1745bc793b93a83a,79 744 1024 1084
174720053ad92a14,79 1062
1747e50ef46df8e1,189 813 835 991
17480b518eeceb2f,51 212 612
17486d8000c8de9,147 579 937
1748dad72ba34547,189 678 784
174977180efc5479,13 405 896 1092
174a711deecf54c,720
174cc65a41760cd0,313 835 962
174d827b96d5f21f,249 487
174d9ff6796b2112,147 322 556 1046 1092 1093
174dd6bf06f014e7,111 462 483 670 975
174f4601af40d9c0,1034 369
174f54987f6dfb55,483
174f8bd818541c6d,149 477 671 678 1034
174f8da135fa83a7,13 519
175160250fe55349,650 754 369
17526475424cb452,728
17532aab7dbf9a7,125 495
1753cd5086acff2,131 538 668 813
17551c19b980a042,79 539
175754662c76efb7,79 725 776
17575e2ef788ee68,194 844 1037
1757c6bf4e0873fa,156 541 579 581 1092 1099
1759038968a03779,121 464
17592863cce92bb5,23 465
175abb2a2108b498,51 464 481
175ad73dc37eafbc,188 1034
175b4fefc8c22879,156 485 598 616 813 835
175d25bb6f26638e,147 813 903
175e4e47ae16aae3,189 782
175f0d73922b6ea8,51 532 671 780 1010
175fcccb13edc2dd,51 393 477 506 612 1045
17601e319593b16a,35 477 479 962
1760d6883819c0d6,147 916 947
1761400763b79789,79 754
1761c7ca44d54f8b,156 273 665
1762991d1465d943,147 579 840 896
1762c8ed183195a7,184 1059
1763c5e484f1d6d9,188 647
176542759c0955a1,313 420 962
176560dc6d17fc29,194 404 813
1765ddec59f1512b,147 703
176691169dace916,185 489
176691e467a6636a,189 724 850
1767509ef8f5765f,13 833
1767e78db2d2b066,99 961 1092
176812886b4c1b3a,189 1084
17681ec3005f063,121 724 922
176a4237592e282f,121 415 735
176a5c3bc6ababa1,147 1022
176c18c745daaa06,111 501 1081
176d605f6cf55a5e,147 261 477 612 671 780
176dbbfd3d5e459c,1039
176de03d03486aa9,111 462 733 813 993
176df0981e2a2dbc,796
176ea15f591c52a3,161 813 922 955
176f286369bd8add,189 485 671 695
176f76b2755ff728,189 252 961 1092
17710fc894a486ef,51 552 639 745 1046
17717a1e2b51e188,156 227 489 671 682 780
1771cd1571e81192,189 483 598 616 733 739
17722ad486dc312f,147 605
1772339b205f002d,121 433
17727ef242be64d,189 485 695
177284b6cb67e68f,79 584 813 1046
1772abd6ede0cf13,420 744 1025 1092
1772ec6d1cc07b8b,79 780 1059
17733776a9cc281d,188 1039
1774582e619f4ab8,156 541 932
177524b8575a338c,147 744 813 903 975
177598b647055ed,33 962
17764b376cbb889d,156 707
17766f2ab5b760,464 507
17778c4b616fb490,13 670 975
177796ba0fe9265,194 671 826 912 992 1099
17786cb8e34c12c0,147 501 671 1099
1778fe944c5b1b97,13 405 896 1092
17791cd5a9fcefb2,194 576 780
17798150d43199b7,489 369
1779e9ccd529dfc1,121 704 724 1059
177a9587ab2297ac,737
177b0e68084a26f3,121 433
177b27e707a04fb8,51 780
177b42c7b8b09018,189 693 718 813 993
177bea4ae2e09635,304 586
177c144eff6585c2,194 489
177cee9c38cda1a1,825
177d2154826db6f1,552 661
177d4d64ebf49263,13 813
177dd0b261770e8b,239 577 754
177deaa16a2717f6,194 466 844
177e93e12c5e46d3,13 776 1046
177f208a33280ee4,156 420 738 821
177f22c43d929708,884
177ff2438210c8b5,718 1092 369
178016c7dce5451f,51 212 509
1781319d6b5aedc7,147 583 849 953
178154a3847517f6,733 744 813
1781cf291e04c937,671 780 1034 369
17822f083b939ed8,194 404 813 1036
17824e38fbd5a8e1,194 612
17829af00523c826,194 780 1034
1782e9dbcd8df5db,51 462 813 1020
17841b6b77577253,13 698 745
1786795e59726c9c,335 595 813 1092
17870f76769971a4,51 615 821
17878113023980b,161 331 351 440
1788a18ca5b98ba1,79 1098
1788cbb4b16a92ef,29 1065
178933431efdc129,13 405 591 698 896
1789402f527db808,624 733 813 1019 369
1789d34116302bcd,13 716
178a51096e6cc7aa,489 780 369
178a991bea5efc27,13 813 1039
178a9b5cdf27b7b2,194 1022 1046
178c17adf70ee71f,737
178c6eb30914904a,335 671 768 780
178c8a36183e625c,189 813 903
178d953813036866,189 583 1046 1064 1075 1093
178dda306b35f6df,266 439 746 881 993
178e4a2020856ebc,45 519 545 580
178f0ceb2f63c013,156 274 671 698 813 954 1092
179062301fb392e5,33 738 744 962
1790e5cf0d41eaf3,13 675
17917d0d8459a555,33 962
1792450ca7dc4d89,51 212 579 744 746 786
17925ca33ba875f3,738 991 1030
1793103543aa962b,519 734 813
179356dff0c4aa6,280 1061
17935d7d2520ab0c,60 420 973
1793f4d39347620c,188 597 671 780
17946b8f11f14d0a,147 552
1794ba0aeeae49c,72 903 1092
1794c360737905a5,121 1059
1794d36e8af48e56,359 498 813 896
1795172cc44d6ca8,292 541 811
179560fc31903fda,45 434 548
17957c5de60116c3,121 962
17966205b94a97b7,494 501 549
1796ac17b92d29a7,29 637 813 876 921
1796be9836ff5fab,121 420 724
179782a369608db6,726 369
1797ff7cd7fa026e,13 1092
17989bb8cdd626c1,627 813
1798c74a524cf7f5,1051 369
1798cb801d0ee477,147 744 813 949
179987fe246b52ac,13 405 896 1092
1799e558e3c74a6e,157 1034
179b1585d84d2832,304 1059
179c3f25a1ea31c3,675 754 369
179c5d20f404f099,189 663 678 864 953
179ce54b230b9e4e,263 420
179de2a31a5f292,79 539
17a00a83e690b5de,189 903 1092
17a05676e6dae472,51 813 835 952
17a0b63f4d45e113,147 492 744
17a0cce62e5610aa,51 552 671
17a17cc44fcb8ecb,156 733 813 993 1092
17a4ae0eda8a2ddf,13 420
17a4f0f0d9babd18,111 1039
17a765d10db238f6,156 836
17a7e274c4e9fecc,111 494 616 813
17a8fea7189dde1f,79 1039
17a94e345a60caae,259 813 1046 1092
17a98fae263fe1e0,313 962
17a99efd78d06a4f,121 477 955
17aa82ac20ad7381,147 657 738 1046
17aac714bd9991e7,51 780
17aae4618adbab35,121 477 1098
17ab03f58dd1a417,147 1092
17aba3a977dc3ffb,147 483 738 835 1046
17abbc8e93c86197,189 671 780 1034
17acc5aea037400,147 218 671 889 912
17ad56168c235f6b,563 1061 369
17ad7aaa11219b44,189 401 835 953 991
17adc56c33fcca0a,492 896
17ae28602a8eb179,259 657 776
17b074fe856e39b,111 620
17b0d00e57401df0,518 806 813
17b10409ba4d836d,161 204 897
17b164875a44352b,539 960
17b1c143001c445e,194 925 1092 1099
17b27e0175934d12,188 489
17b2cb58b10bfbe9,51 76 524 962
17b2f5c57ff0fda2,188 647
17b3e00f18908f25,189 650 1084
17b4b88edf4a07ca,161 423
17b4cbad78faf524,259 538 813 1012 1084
17b76c7865141d35,487
17b7b957b1145da0,189 733 813
17b95ae8ef1124ab,280 728 784
17b99cf536e28206,194 692 992 1091 1092
17bb47cd226fb849,121 477 1092
17bb840c0ed9006d,896 1092
17bc733bd2fcef21,147 418 462 543 813 1092
17bc8f382afefacc,1039
17bc9b18b654c228,189 418 541 579 581 744
17bda2f200cda285,99 489
17bdcad33fff31d0,231 519 813 1092
17bdd7f8ced8fb9b,51 393 584 671
17be745a3faaf39b,156 273 508
17be8edef5ba89ce,13 405 896 1092
17c1067f50d7e959,194 844 1063
17c1773efd4b0cda,156 485 633 796 941
17c1b2cb9b8314de,304 404 809
17c258575258e0ad,483 670 737 825
17c26e323b603989,202 639 671 780
17c32e781377d99e,79 1040
17c36372cd2f50be,156 519 734 813 1086
17c47455c745776a,51 561 738 832 833 834
17c49a910c185379,189 501 622 649
17c4a6976a61d480,716 813 896
17c4ce50fd27e978,13 746
17c52637b10959de,259 940 949 1046
17c585782f86249d,147 756 813 952
17c5944d7e5300f3,597 369
17c596e85e2a6fdc,189 864 896 972 1092
17c6a47f882ab907,14 675
17c87c883a7a875e,584 369
17c886c6236fc0de,62 758
17c8f9514237e782,13 671 744 780
17ca3a6d6e8b4ce5,188 1034
17cb57210c00424f,78 884
17cb76b5f2e42ffe,51 339 341 477 489 671 780
17cb93d209625bd3,665 813
17cbab68101597bf,13 756 813 993
17cd562c665a1363,194 477 738 1059 1083
17cd57ac91fa18e6,161 204 734 813
17ce953d0f12c0e3,189 566 813
17cef2685c14ebb4,79 506 886 1059
17cf2c4a8d5439f,147 485 671 682 695 780
17cf928c76711dd3,189 597
17cf986d4c8261af,99 713 1059
17cfd91d85addbe7,188 734 813 890
17cfdc593bdfc077,79 515
17d0a9327788918,189 378 768
17d29db29a4b533,285 558 813 903
17d35c50326db4c6,147 597
17d36fc0f82f0f79,147 520 650 744 835 1092
17d4d9a6b060c983,188 535
17d5288388435d4a,813 1039 1093
17d5825b91f81e85,121 557
17d5e1c7fc10e525,51 522 734 813 834 1092
17d6561d39aa2f8f,13 405 896 1092
17d6f42dedd57e72,42 156 403 465 813
17d7280134dc2e16,189 485
17d72b17fcbf63f6,189 734 813
17d8d17c7209adbe,676 1046
17d96a611fb3e778,13 580 756 975 1008 1091
17d9e183a62e59dd,189 580 777
17da20282a6d386,127 552 671 780
17da230c9809d9c0,70 699 831
17da6bbe85f2d50b,51 616 698 813 1092
17dab81c1ced13ec,313 598 612 764
17dbfd2781144014,754
17de378e59471522,1092
17de3a9eacebeade,111 597 671 1062
17de64d7c36d0d0,188 420 813 1099
17de9bfb9e80dc24,156 763 835 1092
17ded9eb40f013d9,156 603
17df10691558642e,51 552 671 780
17df28d558aab5b3,188 733 813 898
17df5a8ddcd93bf5,147 665 733 813
17e00ef28f6225e2,194 734 813 830 1046
17e0fb254e1ad3c9,147 434 685 1059
17e1250d1d69e5c6,147 283 556
17e14d17a5f637f4,147 597
17e18f0f2f22f308,49 189 665
17e1cb2fcbff57a5,441 813 896
17e2d5174e253183,189 252 733 954 1020 1046
17e434338fdb5036,147 552
17e448b4680d9cf7,189 489 780 800
17e46d730cea2b35,266 1012 1020
17e577fe9afaa1a2,194 1034
17e5eb47da89042d,698 886
17e6569f8f7072ea,13 896 1092
17e6a7417c545bbf,189 252 1092
17e6cf669515728,188 1045
17e7e758d1ef3fbb,46 189 551 896
17e8f34827d3916f,147 744 813 896
17e91b17b7aff22a,147 551
17e9c09783d604e,156 227 499 961
17ea278e69807b75,189 636 864
17ea5f504b0f9c0a,131 462 813 835 877 993
17ec1f2d96c5c06a,161 534 734 738
17ec77d0b410efa8,549 776
17eca3a43c6ee576,188 1085
17eca429fb5529de,231 1039
17ecbe37b9591643,147 598
17ed6be0ab35fac5,147 1092
17ee4c2eba848310,13 671 780 907
17efa545fc248131,348 825 1092
17efdb4e4b78b1e8,194 612
17efdd1c631feef,51 532
17f05b475d5e1997,26 156 718 1059
17f0aabb6561de70,51 212 612
17f0f1b1055c59ba,189 858
17f0f611fef612ab,26 156 586
17f247e070fc60fc,410 418 541 542 1072
17f266ca0c4687e9,436 671 369
17f2dd3fea6c0951,231 766 813 1012
17f2f50d99cb1766,58 612 764 813
17f39465e055a778,313 477 962
17f3c0ab869888e,147 322 833 908 1062
17f3cd8476a4e7c0,147 813 1092
17f428d61487b170,304 722
17f5441f1f88393d,121 421 464 872
17f57e41eba74a37,51 552 671 780
17f59c277137da1b,147 568 1092
17f74c69d2051386,194 1034
17f763452d6b26c,1092
17f7cceb9aee569e,105 111 671 1092
17f8513ee6f18353,121 532
17f87f177e03022f,147 924
17f8ccb3c2d2f16e,13 404 592 1092
17f8dae5ce7119f8,1059
17f9d73aad66166,25 161 1059
17fb04dda8e5cec8,184 479 493
17fc1827f07988c5,194 813
17fc232006cacae,121 724 1085
17fc2ab42d71b74a,13 746 896 910
17fc5330258c446a,125 1059
17fc724243341981,545 949
17fc7de833e82ba7,189 420 494 776 1041 1046
17fc90e76cba4fcf,147 665 813
17fd64ccd5295338,147 450
17fe23fe19c9f5f9,51 212 821 1039 1059
17fe273d406a95d8,774 369
17fec980f4f47a8d,156 189 993
1800006e79525f8a,13 405 896 1092
18002bd20579513b,147 671 1034
1800b28c8ebcd9d5,51 813 1046 1092
1801009b4727f014,189 554
1801c5164e1efc42,896 1092
1801e27a0601d6ee,188 688
180215220264cb7,188 428 803 911
180381579d311540,13 776 830
1803e529bbee7ac8,194 404 744 833
1804cc43e98e3e29,120 1039
180604dc7128035e,70 1020
1807c41852d79c3e,194 737 776 1041
1808064b01140c0f,79 671 1059
180864e9f8971987,147 283 1039
1808ecf9c1b688d4,886
1808ef8cc712b495,231 813
1809cf707b38a84d,125 420 489 650
180aae3f126245f1,110 185 489
180b5624c4f92a9b,200 872
180d6c91cd79946a,70 541 542 579
180d832018f34d4d,189 477 616 733 739 813
180dac79141610a9,79 487 682
180ef763dfad1fdf,51 532 780
180f6c31bf7ad71a,13 813 903
180fb21418cd2c53,147 468
180fdf0dd9b18485,13 813 888
181017d1a78ad2d2,147 744 813 896
18107c78ec341a25,125 797 821 953
181255f8b2e9a9a,179 586
1812c94d75763a51,51 615
18130b3f13537c97,25 161 584 642 835 953 1092
18141c75b410b60d,684
1815dc46c88656b6,189 1059
1815f713403ba739,51 813
18163358d80cbe1f,58 784 813 872
1816c719c192be19,147 833
18173694b8ff0522,14 749
1817c7e156611b64,13 813
181822fe5aeeae9,51 212 554 1059
181853ebc6207fdd,147 835 1039
1818fa03541ab5df,147 633 744 746
18195d4696d06741,51 585
181966251ff4ec67,13 675 744
18197256c64cc877,41 552 671 780
181975b52747c68,189 835 1092
181a8ae3143d4e59,121 432 724
181a9c58680a2b88,147 626 671
181aa5b5407f3b57,51 737 830 1039 1092
181b4e4b3b9e2497,13 568
181b66df4c87a278,147 626
181bf3415f7ebb00,147 189 477 534 583 678 1064
181ce4e7a135f5db,194 404 477 813 1092
181d75d48d5e0a3,587
181ddaa685f4299a,438 369
181edf4d8d6a64b8,13 716 818
181f634ad83590c8,335 579 939
182042a32d2fd4ff,147 494 685 813 1046 1092
182052fab772de0e,147 555
182062325540ba46,169 577 819
1820bf2db7d21288,147 813 1092
18215e14fca0ee1a,79 1030
1821c196cbc2daa,313 962
1822f9cb73cfe1bc,194 925
1823a31a775f1b51,58 477 485 541 803
1823cca38d68a90a,434 1046
1823fa957987b863,111 698 813 1092
18241552de6ef823,13 492 682
18251474d9bcdf47,485 813 1092
18260461fa37ba24,13 516 738
18261bfbc5979c91,189 1034
18269e4ff619dfe7,304 349 487
1826ffc4ca5342d3,194 480 830 964
182725103005391,304 774
18283c4b0f9425f,189 698 916 1092
18296ccbecc6afb,202 1062
18299f8120e2175a,156 1099
182a4b8c9a99938d,194 490
182aa4093ce5a743,147 407 839 896
182b4cfbf32a97f5,51 552 671
182bb193a6bfb3d9,121 684
182e1fc6c9367902,189 570 583 813 1046 1092
182e92324f06ff0,194 477 886 1059
182eb5589fc3a627,51 1092
182f5ad9d7055339,121 718 1059
182fe17d8ce444e4,13 671 716
182fee5f22983475,833 369
182ffb4495245906,51 597 671 780
183060525d1ae143,147 420 664 691 813 1001
183066d41a368b7d,147 283 1059
183077975386fa92,147 734 813 816
18318cdeafe13dfd,51 813 896
1831ce1508330f6b,335 671 780 1034
18322ed94cd01216,79 754
1832a189b78c9d78,121 955
1832c143bd98cfe5,13 813 1032 1092
18337e4e18bd6432,200 477 1046
1835cfd1c9f41dac,79 738
1835d9100ee909aa,147 626
18360c880a5fb27,189 324 1034
18364e4950c3c894,147 744 813 896
18369bba892de0bd,961 1092
18371fd6a32b83c,13 405 896 1092
1838596fd38a9ca6,147 671 780 1034
1838745a1c700ce8,121 1035
18399382ee81b975,153 304 744 1061
183acb2afa13871b,189 671 768 780
183c1f902576269a,189 375 538 612 734 813
183c31354f52667d,121 433
183c32dfaa5ad06b,99 1039
183cb22a7a3c8bce,501 813 916
183fb749d25534bd,332 746 813 949
183fce65a36ca87c,733 369
184166b39a7a5c54,189 252 511 742 835 884
18425efe2a348c6d,13 405 896 1092
184503fb1cff3623,269 744 813 903
184548a1c544ef8b,121 433
1845ab44fe5ad8c3,304 1039
1846225980f859d6,194 489
184654559c6d0407,189 683 738 825 1051
18480ae519b84b2,156 492 1099
18487e8d16e16193,726 766 369
184a5977245c46f8,813 896
184abac6fafdf8e,79 528
184adb29b05caceb,51 519 616 733 813 1092
184b420eaa595fe7,194 477 671 1046
184c957ae5f26fff,477 489
184c9d2a1b98dca4,25 161 1092
184ca38944f907d3,744 903
184d522c21299aff,13 813 896
184f1a92c5c1a6f4,188 420 612
184f652e29340a49,147 555 691 1014
185032f4882d0971,147 283 490
18506ebcbaccea15,79 784
1850a59d4de05db2,1059
1850cf370eaefee,156 733 813 835
185150123a1a40f9,189 501
1851abe4239022a8,13 405 716 896 1092
1852660139596fde,379 650
1852b97490aa0ff0,90 102 584 813 825 954 1046
1852f121d9e1bcc0,51 1092
1853086b1f8a5648,316 477 671 744 950 1046
1854892105f86d01,161 433
18552fb09130fe3d,463 519 1092
18558686d436e29e,147 283 492 896
1856add5952cbf31,13 670 975
1856dde40c7da376,194 835 844
1857a32dab4fdcc4,436 534 580 734 764 993
1857cfbc447fd4aa,79 477 487
18587c4cf4a06d60,189 597
1858c61246fc8527,433 369
185933608434bbfc,961
18595044a0b0315,418 580 602 854 1033
18597ab82c31fab9,25 161 813 1092
1859ff32207d1819,753 932 937
185b37f1e6ed5657,121 433
185b97cdd7d212cb,189 306 1016
185c5ebab2e0ae00,45 813
185c9da66fb503e6,18 161 331 584
185cf49818dba18e,147 283 671 813 1046 1059 1092
185d8a52cae81bb8,13 626
185f00549466aad1,121 1039
185f0107aa1a74e9,147 573 737 776
185fcc0aa72fc941,189 1092
1861d8650a2859c2,156 813
1861fe52e6e91663,147 552
1863358a2e7248e7,147 483 554 813 1083
1864c86254c78954,156 477 835
1865ded705890d08,147 542 742 753 813 1092
186663b36a431316,79 539 890
18678cd7db9bfbd2,99 490
1868fe7fea3f1434,194 580 668 737 813
18691f068b404669,99 819
18697e3369191701,121 724 738
186a8a99e9bad28e,390 901 1059
186a9e061a71cb2a,147 718 734 813 1087
186ab71d22c59b63,718 1092
186ab9bc24b73df9,156 173 961 1092 1093
186b041e0676d848,180 420 598 744 754
186b88f50882565c,188 518
186c2c793083dead,501 548 580 1040
186da8bd748fcd9,147 813 1092
186dd35bb12a12ce,161 718 996 1059 1092
186de09b39b97d5d,156 315 587 665
186f628682cfe2a3,135 477 554 780 1062 369
187027300e032763,194 671 780 1098
1870da156e9a88fd,111 813 896
1871e137b4a308b5,147 671 768 780
1872428739994637,189 796
1874435f3ebc61f9,96 161 1034
18747c76e1bec139,1046 1081
1874cfa53138fd8d,188 612 671 896 1092
18753d1d6d56e91b,13 813 896
1875d29bd6f1c55e,13 405 896 1092
187610a211807282,156 436 720
18763f5268e804e,1039 369
187781813265eb7b,70 663
1878c18d6f314b55,99 1100
18796c0aa351c4e5,13 405 896 1092
1879a69334b7b843,259 399 538 616 1092
1879a9d017a76701,189 430
187b1f84b1bb9507,147 671 768 780
187badca9bd071de,188 671 1045
187c526c868d15a0,147 733 813 835 993
187ced0f858c38bd,1034 369
187d08f28aa613d7,156 227 477 738 830 1046 1059
187dc7b73a07525f,121 788 1059
187f68251659ee0d,29 605 813 1099
187fe746f288082d,13 405 896 1092
18800a194252940,78 766
18802784415bd3a0,313 962
18807cc2ec37fa45,194 448 477 813 844
18811459fafc5dce,156 216 492 961 1092
188144e212206bfe,1099 369
18818759a26ab2f1,194 737 738 992 1074
18818f14c8fa4bba,189 734
1881ed1cf8ce1b9d,121 1039
18828ebbc3dffc8c,335 515
1882b5812d4ea671,121 489
188358488e285fab,40 147 532 671 733 780 813
1884195b1d4f4741,156 422
1885fe64cda6b1e0,1038 1046
188746109e30e5f6,51 206 554 612
1888bd5d4564c8b1,501 559 871 1009 1046
1889d61913b1f4e3,194 404 813 925
188ba5cd859058d0,13 405 896 1092
188d1ff1b270b339,121 955
